Date&Time,Temperature(C),Huminity(%),Comfortable Temperature,Max Acceptable Temperature,Min Acceptable Temperature
2022/6/16 11:20,31.72222222,60.8,29.26833333,32.26833333,26.26833333
2022/6/16 11:25,32.33333333,60.9,29.47,32.47,26.47
2022/6/16 11:30,33,60.2,29.69,32.69,26.69
2022/6/16 11:35,33.11111111,59.1,29.72666667,32.72666667,26.72666667
2022/6/16 11:40,33.38888889,59.3,29.81833333,32.81833333,26.81833333
2022/6/16 11:45,32.55555556,58.9,29.54333333,32.54333333,26.54333333
2022/6/16 11:50,32.05555556,60.7,29.37833333,32.37833333,26.37833333
2022/6/16 11:55,32.88888889,60,29.65333333,32.65333333,26.65333333
2022/6/17 0:00,32.83333333,58.6,29.635,32.635,26.635
2022/6/17 0:05,33.88888889,58.3,29.98333333,32.98333333,26.98333333
2022/6/17 0:10,34.55555556,55.3,30.20333333,33.20333333,27.20333333
2022/6/17 0:15,33.16666667,54.9,29.745,32.745,26.745
2022/6/17 0:20,34.33333333,55.5,30.13,33.13,27.13
2022/6/17 0:25,33.55555556,55.1,29.87333333,32.87333333,26.87333333
2022/6/17 0:30,33.83333333,56.3,29.965,32.965,26.965
2022/6/17 0:35,33,58.7,29.69,32.69,26.69
2022/6/17 0:40,31.83333333,59.9,29.305,32.305,26.305
2022/6/17 0:45,32.05555556,61.6,29.37833333,32.37833333,26.37833333
2022/6/17 0:50,32.44444444,60.5,29.50666667,32.50666667,26.50666667
2022/6/17 0:55,32.5,59.8,29.525,32.525,26.525
2022/6/16 13:00,32.66666667,59.9,29.58,32.58,26.58
2022/6/16 13:05,33.16666667,59.8,29.745,32.745,26.745
2022/6/16 13:10,32.55555556,59.4,29.54333333,32.54333333,26.54333333
2022/6/16 13:15,32.44444444,59.4,29.50666667,32.50666667,26.50666667
2022/6/16 13:20,33.05555556,58.9,29.70833333,32.70833333,26.70833333
2022/6/16 13:25,33.16666667,57.7,29.745,32.745,26.745
2022/6/16 13:30,33.05555556,58.1,29.70833333,32.70833333,26.70833333
2022/6/16 13:35,32.88888889,58.2,29.65333333,32.65333333,26.65333333
2022/6/16 13:40,33.38888889,58.5,29.81833333,32.81833333,26.81833333
2022/6/16 13:45,33.33333333,58.3,29.8,32.8,26.8
2022/6/16 13:50,33.11111111,58,29.72666667,32.72666667,26.72666667
2022/6/16 13:55,33.11111111,58.8,29.72666667,32.72666667,26.72666667
2022/6/16 14:00,32.72222222,59.7,29.59833333,32.59833333,26.59833333
2022/6/16 14:05,32.5,60.3,29.525,32.525,26.525
2022/6/16 14:10,31.55555556,61.6,29.21333333,32.21333333,26.21333333
2022/6/16 14:15,31.83333333,63.7,29.305,32.305,26.305
2022/6/16 14:20,32.27777778,62.6,29.45166667,32.45166667,26.45166667
2022/6/16 14:25,32.11111111,62.9,29.39666667,32.39666667,26.39666667
2022/6/16 14:30,31.94444444,62.8,29.34166667,32.34166667,26.34166667
2022/6/16 14:35,32.33333333,64,29.47,32.47,26.47
2022/6/16 14:40,31.55555556,64.4,29.21333333,32.21333333,26.21333333
2022/6/16 14:45,32.05555556,64.9,29.37833333,32.37833333,26.37833333
2022/6/16 14:50,31.94444444,65.1,29.34166667,32.34166667,26.34166667
2022/6/16 14:55,32.16666667,64.4,29.415,32.415,26.415
2022/6/16 15:00,32.33333333,63.8,29.47,32.47,26.47
2022/6/16 15:05,31.88888889,64.2,29.32333333,32.32333333,26.32333333
2022/6/16 15:10,31.94444444,65.1,29.34166667,32.34166667,26.34166667
2022/6/16 15:15,31.5,65.6,29.195,32.195,26.195
2022/6/16 15:20,31.61111111,66.1,29.23166667,32.23166667,26.23166667
2022/6/16 15:25,31.38888889,65.8,29.15833333,32.15833333,26.15833333
2022/6/16 15:30,31.22222222,66.6,29.10333333,32.10333333,26.10333333
2022/6/16 15:35,30.61111111,68.2,28.90166667,31.90166667,25.90166667
2022/6/16 15:40,30.66666667,68.8,28.92,31.92,25.92
2022/6/16 15:45,30.72222222,69.3,28.93833333,31.93833333,25.93833333
2022/6/16 15:50,30.16666667,69.8,28.755,31.755,25.755
2022/6/16 15:55,30.22222222,70.3,28.77333333,31.77333333,25.77333333
2022/6/16 16:00,30.27777778,70.3,28.79166667,31.79166667,25.79166667
2022/6/16 16:05,30.16666667,69.9,28.755,31.755,25.755
2022/6/16 16:10,30,70.1,28.7,31.7,25.7
2022/6/16 16:15,30.11111111,70.3,28.73666667,31.73666667,25.73666667
2022/6/16 16:20,29.94444444,70.6,28.68166667,31.68166667,25.68166667
2022/6/16 16:25,29.88888889,71.2,28.66333333,31.66333333,25.66333333
2022/6/16 16:30,29.72222222,71.5,28.60833333,31.60833333,25.60833333
2022/6/16 16:35,29.66666667,71.8,28.59,31.59,25.59
2022/6/16 16:40,29.33333333,72.3,28.48,31.48,25.48
2022/6/16 16:45,29.38888889,72.8,28.49833333,31.49833333,25.49833333
2022/6/16 16:50,29.44444444,72.8,28.51666667,31.51666667,25.51666667
2022/6/16 16:55,29.22222222,72.2,28.44333333,31.44333333,25.44333333
2022/6/16 17:00,29.05555556,72.3,28.38833333,31.38833333,25.38833333
2022/6/16 17:05,29.05555556,72.3,28.38833333,31.38833333,25.38833333
2022/6/16 17:10,29.16666667,71.7,28.425,31.425,25.425
