Date&Time,Temperature(C),Huminity(%),Date,Time
2022/6/15 11:12,26.4,70.7,2022/6/15,11:12:00
2022/6/15 11:17,26.3,70.6,2022/6/15,11:17:00
2022/6/15 11:22,26.4,70.4,2022/6/15,11:22:00
2022/6/15 11:27,26.5,70.5,2022/6/15,11:27:00
2022/6/15 11:32,26.5,70.3,2022/6/15,11:32:00
2022/6/15 11:37,26.4,70.2,2022/6/15,11:37:00
2022/6/15 11:42,26.5,70.2,2022/6/15,11:42:00
2022/6/15 11:47,26.6,70.3,2022/6/15,11:47:00
2022/6/15 11:52,26.4,70.1,2022/6/15,11:52:00
2022/6/15 11:57,26.5,70.1,2022/6/15,11:57:00
2022/6/15 12:02,26.5,70.1,2022/6/15,12:02:00
2022/6/15 12:07,26.6,70.1,2022/6/15,12:07:00
2022/6/15 12:12,26.7,70,2022/6/15,12:12:00
2022/6/15 12:17,26.7,70.3,2022/6/15,12:17:00
2022/6/15 12:18,26.7,69.8,2022/6/15,12:18:00
2022/6/15 12:23,26.8,69.5,2022/6/15,12:23:00
2022/6/15 12:28,26.8,69.5,2022/6/15,12:28:00
2022/6/15 12:33,26.7,69.6,2022/6/15,12:33:00
2022/6/15 12:38,26.8,69.4,2022/6/15,12:38:00
2022/6/15 12:43,27,69.3,2022/6/15,12:43:00
2022/6/15 12:48,27,69.1,2022/6/15,12:48:00
2022/6/15 12:53,27,68.9,2022/6/15,12:53:00
2022/6/15 12:58,27,69,2022/6/15,12:58:00
2022/6/15 13:03,27,68.8,2022/6/15,13:03:00
2022/6/15 13:08,27,68.8,2022/6/15,13:08:00
2022/6/15 13:13,27.1,68.7,2022/6/15,13:13:00
2022/6/15 13:18,27.1,68.7,2022/6/15,13:18:00
2022/6/15 13:23,27.1,68.5,2022/6/15,13:23:00
2022/6/15 13:28,27.2,68.2,2022/6/15,13:28:00
2022/6/15 13:33,27.1,68.2,2022/6/15,13:33:00
2022/6/15 13:38,27.2,68,2022/6/15,13:38:00
2022/6/15 13:43,27.2,67.8,2022/6/15,13:43:00
2022/6/15 13:48,27.2,67.6,2022/6/15,13:48:00
2022/6/15 13:53,27.1,67.7,2022/6/15,13:53:00
2022/6/15 13:58,27.2,67.5,2022/6/15,13:58:00
2022/6/15 14:03,27.2,67.5,2022/6/15,14:03:00
2022/6/15 14:08,27.3,67.4,2022/6/15,14:08:00
2022/6/15 14:13,27.3,67.3,2022/6/15,14:13:00
2022/6/15 14:18,27.2,67.2,2022/6/15,14:18:00
2022/6/15 14:23,27.3,67,2022/6/15,14:23:00
2022/6/15 14:28,27.2,67,2022/6/15,14:28:00
2022/6/15 14:33,27.2,66.9,2022/6/15,14:33:00
2022/6/15 14:38,27.3,66.9,2022/6/15,14:38:00
2022/6/15 14:43,27.3,66.7,2022/6/15,14:43:00
2022/6/15 14:48,27.3,66.6,2022/6/15,14:48:00
2022/6/15 14:53,27.3,66.6,2022/6/15,14:53:00
2022/6/15 14:58,27.4,66.7,2022/6/15,14:58:00
2022/6/15 15:03,27.3,66.6,2022/6/15,15:03:00
2022/6/15 15:08,27.4,66.7,2022/6/15,15:08:00
2022/6/16 15:38,27.2,74.9,2022/6/16,15:38:00
2022/6/16 15:43,27.1,74.7,2022/6/16,15:43:00
2022/6/16 15:48,27.2,74.9,2022/6/16,15:48:00
2022/6/16 15:53,27.2,74.8,2022/6/16,15:53:00
2022/6/16 15:58,27.2,75.3,2022/6/16,15:58:00
2022/6/16 16:03,27.2,75.1,2022/6/16,16:03:00
2022/6/16 16:08,27.2,75.2,2022/6/16,16:08:00
2022/6/16 16:13,27.1,75.2,2022/6/16,16:13:00
2022/6/16 16:18,27.1,75.1,2022/6/16,16:18:00
2022/6/16 16:23,27.1,75.1,2022/6/16,16:23:00
2022/6/16 16:28,27.2,75.3,2022/6/16,16:28:00
2022/6/16 16:33,27.2,75.1,2022/6/16,16:33:00
2022/6/16 16:38,27.2,75.1,2022/6/16,16:38:00
2022/6/16 16:43,27.2,75.1,2022/6/16,16:43:00
2022/6/16 16:48,27.1,75.2,2022/6/16,16:48:00
2022/6/16 16:53,27.1,75.2,2022/6/16,16:53:00
2022/6/16 16:58,27.2,75.2,2022/6/16,16:58:00
2022/6/16 17:03,27.1,75.1,2022/6/16,17:03:00
2022/6/16 17:08,27,75,2022/6/16,17:08:00
2022/6/16 17:13,27,74.9,2022/6/16,17:13:00
2022/6/16 17:18,27.1,75.2,2022/6/16,17:18:00
2022/6/16 17:23,27.1,75,2022/6/16,17:23:00
2022/6/16 17:28,27.1,75,2022/6/16,17:28:00
2022/6/16 17:33,27.2,75,2022/6/16,17:33:00
2022/6/16 17:38,27,74.9,2022/6/16,17:38:00
2022/6/16 17:43,27,74.8,2022/6/16,17:43:00
2022/6/16 17:48,27,75,2022/6/16,17:48:00
2022/6/16 17:53,27.1,74.9,2022/6/16,17:53:00
2022/6/16 17:58,27,74.8,2022/6/16,17:58:00
2022/6/16 18:03,27.1,74.7,2022/6/16,18:03:00
2022/6/16 18:08,27.1,74.7,2022/6/16,18:08:00
2022/6/16 18:13,27.1,74.7,2022/6/16,18:13:00
2022/6/16 18:18,27,74.7,2022/6/16,18:18:00
2022/6/16 18:23,27.1,74.6,2022/6/16,18:23:00
2022/6/16 18:28,27,74.7,2022/6/16,18:28:00
2022/6/16 18:33,27,74.6,2022/6/16,18:33:00
2022/6/16 18:38,27,74.5,2022/6/16,18:38:00
2022/6/16 18:43,27,74.3,2022/6/16,18:43:00
2022/6/16 18:48,26.9,74.3,2022/6/16,18:48:00
2022/6/16 18:53,26.9,73.9,2022/6/16,18:53:00
2022/6/16 18:58,26.9,73.4,2022/6/16,18:58:00
2022/6/16 19:03,26.8,73,2022/6/16,19:03:00
2022/6/16 19:08,26.8,72.4,2022/6/16,19:08:00
2022/6/16 19:13,26.8,72,2022/6/16,19:13:00
2022/6/16 19:18,26.8,70.6,2022/6/16,19:18:00
2022/6/16 19:23,26.7,70.4,2022/6/16,19:23:00
2022/6/16 19:28,26.7,70,2022/6/16,19:28:00
2022/6/16 19:33,26.7,69.3,2022/6/16,19:33:00
2022/6/16 19:38,26.6,68.5,2022/6/16,19:38:00
2022/6/16 19:43,26.6,67.7,2022/6/16,19:43:00
2022/6/16 19:48,26.6,67.3,2022/6/16,19:48:00
2022/6/16 19:53,26.6,66.6,2022/6/16,19:53:00
2022/6/16 19:58,26.6,66.2,2022/6/16,19:58:00
2022/6/16 20:03,26.6,66.6,2022/6/16,20:03:00
2022/6/16 20:08,26.5,65.4,2022/6/16,20:08:00
2022/6/16 20:13,26.6,65.2,2022/6/16,20:13:00
2022/6/16 20:18,26.6,65.9,2022/6/16,20:18:00
2022/6/16 20:23,26.5,64.9,2022/6/16,20:23:00
2022/6/16 20:28,26.6,65,2022/6/16,20:28:00
2022/6/16 20:33,26.5,65.5,2022/6/16,20:33:00
2022/6/16 20:38,26.5,65.4,2022/6/16,20:38:00
2022/6/16 20:43,26.6,64.9,2022/6/16,20:43:00
2022/6/16 20:48,26.4,64.2,2022/6/16,20:48:00
2022/6/16 20:53,26.5,63.7,2022/6/16,20:53:00
2022/6/16 20:58,26.6,64,2022/6/16,20:58:00
2022/6/16 21:03,26.5,63.4,2022/6/16,21:03:00
2022/6/16 21:08,26.5,62.9,2022/6/16,21:08:00
2022/6/16 21:13,26.4,62.4,2022/6/16,21:13:00
2022/6/16 21:18,26.5,62.7,2022/6/16,21:18:00
2022/6/16 21:23,26.4,62.8,2022/6/16,21:23:00
2022/6/17 10:15,26.7,71.5,2022/6/17,10:15:00
2022/6/17 10:20,26.6,71.7,2022/6/17,10:20:00
2022/6/17 10:25,26.6,71.9,2022/6/17,10:25:00
2022/6/17 10:30,26.7,71.9,2022/6/17,10:30:00
2022/6/17 10:35,26.7,71.9,2022/6/17,10:35:00
2022/6/17 10:40,26.8,71.9,2022/6/17,10:40:00
2022/6/17 10:45,26.8,71.8,2022/6/17,10:45:00
2022/6/17 10:50,26.8,71.9,2022/6/17,10:50:00
2022/6/17 10:55,27.1,71,2022/6/17,10:55:00
2022/6/17 11:00,27.2,70.6,2022/6/17,11:00:00
2022/6/17 11:05,27.3,70.3,2022/6/17,11:05:00
2022/6/17 11:10,27.3,70,2022/6/17,11:10:00
2022/6/17 11:15,27.4,69.9,2022/6/17,11:15:00
2022/6/17 11:20,27.6,69.7,2022/6/17,11:20:00
2022/6/17 11:25,27.5,70.1,2022/6/17,11:25:00
2022/6/17 11:30,27.5,70.3,2022/6/17,11:30:00
2022/6/17 11:35,27.5,70.4,2022/6/17,11:35:00
2022/6/17 11:40,27.3,70.9,2022/6/17,11:40:00
2022/6/17 11:45,27.2,71.1,2022/6/17,11:45:00
2022/6/17 11:50,27.2,71.2,2022/6/17,11:50:00
2022/6/17 11:55,27.1,71.3,2022/6/17,11:55:00
2022/6/17 12:00,27.2,71.4,2022/6/17,12:00:00
2022/6/17 12:05,27.1,71.6,2022/6/17,12:05:00
2022/6/17 12:10,27.2,71.6,2022/6/17,12:10:00
2022/6/17 12:15,27.1,71.7,2022/6/17,12:15:00
2022/6/17 12:20,27.2,71.7,2022/6/17,12:20:00
2022/6/17 12:25,27.2,71.8,2022/6/17,12:25:00
2022/6/17 12:30,27.3,71.7,2022/6/17,12:30:00
2022/6/17 12:35,27.2,71.6,2022/6/17,12:35:00
2022/6/17 12:40,27.2,71.5,2022/6/17,12:40:00
2022/6/17 12:45,27.3,71.3,2022/6/17,12:45:00
2022/6/17 12:50,27.3,71.1,2022/6/17,12:50:00
2022/6/17 12:55,27.3,70.8,2022/6/17,12:55:00
2022/6/17 13:00,27.3,70.6,2022/6/17,13:00:00
2022/6/17 13:05,27.2,70.7,2022/6/17,13:05:00
2022/6/17 13:10,27.2,70.6,2022/6/17,13:10:00
2022/6/17 13:15,27.3,70.5,2022/6/17,13:15:00
2022/6/17 13:20,27.3,70.7,2022/6/17,13:20:00
2022/6/17 13:25,27.4,70.5,2022/6/17,13:25:00
2022/6/17 13:30,27.5,70.6,2022/6/17,13:30:00
2022/6/17 13:35,27.6,70.6,2022/6/17,13:35:00
2022/6/17 13:40,27.5,70.7,2022/6/17,13:40:00
2022/6/17 13:45,27.5,70.8,2022/6/17,13:45:00
2022/6/17 13:50,27.5,70.8,2022/6/17,13:50:00
2022/6/17 13:55,27.5,71,2022/6/17,13:55:00
2022/6/17 14:00,27.6,71,2022/6/17,14:00:00
2022/6/17 14:05,27.7,71.1,2022/6/17,14:05:00
2022/6/17 14:10,27.6,71.2,2022/6/17,14:10:00
2022/6/17 14:15,27.6,71.2,2022/6/17,14:15:00
2022/6/17 14:20,27.5,71.3,2022/6/17,14:20:00
2022/6/17 14:25,27.6,71.3,2022/6/17,14:25:00
2022/6/17 14:30,27.7,71.5,2022/6/17,14:30:00
2022/6/17 14:35,27.5,71.6,2022/6/17,14:35:00
2022/6/17 14:40,27.6,71.7,2022/6/17,14:40:00
2022/6/17 14:45,27.6,71.6,2022/6/17,14:45:00
2022/6/17 14:50,27.5,71.6,2022/6/17,14:50:00
2022/6/17 14:55,27.6,71.7,2022/6/17,14:55:00
2022/6/17 15:00,27.7,71.7,2022/6/17,15:00:00
2022/6/17 15:05,27.7,71.7,2022/6/17,15:05:00
2022/6/17 15:10,27.6,71.8,2022/6/17,15:10:00
2022/6/17 15:15,27.6,71.9,2022/6/17,15:15:00
2022/6/17 15:20,27.7,71.7,2022/6/17,15:20:00
2022/6/17 15:25,27.6,71.8,2022/6/17,15:25:00
2022/6/17 15:30,27.7,71.9,2022/6/17,15:30:00
2022/6/17 15:35,27.7,71.9,2022/6/17,15:35:00
2022/6/17 15:38,27.7,72.2,2022/6/17,15:38:00
2022/6/17 15:43,27.7,71.6,2022/6/17,15:43:00
2022/6/17 15:48,27.6,71.7,2022/6/17,15:48:00
2022/6/17 15:53,27.6,72.1,2022/6/17,15:53:00
2022/6/17 15:58,27.6,71.5,2022/6/17,15:58:00
2022/6/17 16:03,27.7,71.7,2022/6/17,16:03:00
2022/6/17 16:08,27.7,71.7,2022/6/17,16:08:00
2022/6/17 16:13,27.8,71.5,2022/6/17,16:13:00
2022/6/17 16:18,27.6,71.3,2022/6/17,16:18:00
2022/6/17 16:23,27.7,71.2,2022/6/17,16:23:00
2022/6/17 16:28,27.7,71,2022/6/17,16:28:00
2022/6/17 16:33,27.7,70.6,2022/6/17,16:33:00
2022/6/17 16:38,27.6,70.7,2022/6/17,16:38:00
2022/6/17 16:43,27.7,70.2,2022/6/17,16:43:00
2022/6/17 16:48,27.7,70.2,2022/6/17,16:48:00
2022/6/17 16:53,27.6,69.7,2022/6/17,16:53:00
2022/6/17 16:58,27.6,69.4,2022/6/17,16:58:00
2022/6/17 17:03,27.6,69.1,2022/6/17,17:03:00
2022/6/17 17:08,27.6,68.9,2022/6/17,17:08:00
2022/6/17 17:13,27.5,68.8,2022/6/17,17:13:00
2022/6/17 17:18,27.6,68.8,2022/6/17,17:18:00
2022/6/17 17:23,27.5,68.3,2022/6/17,17:23:00
2022/6/17 17:28,27.5,68.2,2022/6/17,17:28:00
2022/6/17 17:33,27.5,67.8,2022/6/17,17:33:00
2022/6/17 17:38,27.5,67.7,2022/6/17,17:38:00
2022/6/17 17:43,27.5,67.5,2022/6/17,17:43:00
2022/6/17 17:48,27.4,67.4,2022/6/17,17:48:00
2022/6/17 17:53,27.3,66.9,2022/6/17,17:53:00
2022/6/17 17:58,27.3,67.6,2022/6/17,17:58:00
2022/6/17 18:03,27.3,67.8,2022/6/17,18:03:00
2022/6/17 18:08,27.4,67,2022/6/17,18:08:00
2022/6/17 18:13,27.3,66.2,2022/6/17,18:13:00
2022/6/17 18:18,27.3,65.9,2022/6/17,18:18:00
2022/6/17 18:23,27.3,65.6,2022/6/17,18:23:00
2022/6/17 18:28,27.2,65.6,2022/6/17,18:28:00
2022/6/17 18:33,27.3,65.2,2022/6/17,18:33:00
2022/6/17 18:38,27.3,64.9,2022/6/17,18:38:00
2022/6/17 18:43,27.3,64.7,2022/6/17,18:43:00
2022/6/17 18:48,27.3,65,2022/6/17,18:48:00
2022/6/17 18:53,27.3,65.3,2022/6/17,18:53:00
2022/6/17 18:58,27.3,65.4,2022/6/17,18:58:00
2022/6/17 19:03,27.3,65.3,2022/6/17,19:03:00
2022/6/17 19:08,27.4,65.2,2022/6/17,19:08:00
2022/6/17 19:13,27.4,65.1,2022/6/17,19:13:00
2022/6/17 19:18,27.4,65.2,2022/6/17,19:18:00
2022/6/20 10:14,26.9,76.5,2022/6/20,10:14:00
2022/6/20 10:19,27,76.2,2022/6/20,10:19:00
2022/6/20 10:24,27,76.2,2022/6/20,10:24:00
2022/6/20 10:29,27.1,76,2022/6/20,10:29:00
2022/6/20 10:34,27,76.1,2022/6/20,10:34:00
2022/6/20 10:39,27,76.2,2022/6/20,10:39:00
2022/6/20 10:44,27,77,2022/6/20,10:44:00
2022/6/20 10:49,27,75.9,2022/6/20,10:49:00
2022/6/20 10:54,27.1,76.8,2022/6/20,10:54:00
2022/6/20 10:59,27,76.5,2022/6/20,10:59:00
2022/6/20 11:04,27,76.6,2022/6/20,11:04:00
2022/6/20 11:09,27,75.9,2022/6/20,11:09:00
2022/6/20 11:14,27.2,77.8,2022/6/20,11:14:00
2022/6/20 11:19,27,77.5,2022/6/20,11:19:00
2022/6/20 11:24,27,77.1,2022/6/20,11:24:00
2022/6/20 11:29,27,76.9,2022/6/20,11:29:00
2022/6/20 11:34,27,76.4,2022/6/20,11:34:00
2022/6/20 11:39,26.9,77,2022/6/20,11:39:00
2022/6/20 11:44,27,76.3,2022/6/20,11:44:00
2022/6/20 11:49,27,76.4,2022/6/20,11:49:00
2022/6/20 11:54,27,77.2,2022/6/20,11:54:00
2022/6/20 11:59,27,76.4,2022/6/20,11:59:00
2022/6/20 12:04,26.9,73.9,2022/6/20,12:04:00
2022/6/20 12:09,26.9,75.1,2022/6/20,12:09:00
2022/6/20 12:14,26.9,75.7,2022/6/20,12:14:00
2022/6/20 12:19,27,74.8,2022/6/20,12:19:00
2022/6/20 12:24,27,74.8,2022/6/20,12:24:00
2022/6/20 12:29,27,74.9,2022/6/20,12:29:00
2022/6/20 12:34,27.1,74.9,2022/6/20,12:34:00
2022/6/20 12:39,27.2,74.8,2022/6/20,12:39:00
2022/6/20 12:44,27.2,74.7,2022/6/20,12:44:00
2022/6/20 12:49,27.1,74.4,2022/6/20,12:49:00
2022/6/20 12:54,27.2,74.5,2022/6/20,12:54:00
2022/6/20 12:59,27.2,74.3,2022/6/20,12:59:00
2022/6/20 13:04,27.2,74.5,2022/6/20,13:04:00
2022/6/20 13:09,27.3,74.3,2022/6/20,13:09:00
2022/6/20 13:14,27.3,74.5,2022/6/20,13:14:00
2022/6/20 13:19,27.2,73.9,2022/6/20,13:19:00
2022/6/20 13:24,27.3,73.9,2022/6/20,13:24:00
2022/6/20 13:29,27.3,74.1,2022/6/20,13:29:00
2022/6/20 13:34,27.3,73.9,2022/6/20,13:34:00
2022/6/20 13:35,27.4,74.3,2022/6/20,13:35:00
2022/6/20 13:40,27.3,74.2,2022/6/20,13:40:00
2022/6/20 13:45,27.3,73.9,2022/6/20,13:45:00
2022/6/20 13:50,27.3,74.1,2022/6/20,13:50:00
2022/6/20 13:55,27.4,74.1,2022/6/20,13:55:00
2022/6/20 14:00,27.5,74.1,2022/6/20,14:00:00
2022/6/20 14:05,27.4,74.3,2022/6/20,14:05:00
2022/6/20 14:10,27.3,74.2,2022/6/20,14:10:00
2022/6/20 14:15,27.4,74.9,2022/6/20,14:15:00
2022/6/20 14:20,27.4,74.5,2022/6/20,14:20:00
2022/6/20 14:25,27.4,76,2022/6/20,14:25:00
2022/6/20 14:30,27.3,74.6,2022/6/20,14:30:00
2022/6/20 14:35,27.4,74.4,2022/6/20,14:35:00
2022/6/20 14:40,27.5,74.4,2022/6/20,14:40:00
2022/6/20 14:45,27.5,74.3,2022/6/20,14:45:00
2022/6/20 14:50,27.5,74.3,2022/6/20,14:50:00
2022/6/20 14:55,27.5,74.2,2022/6/20,14:55:00
2022/6/20 15:00,27.5,74.1,2022/6/20,15:00:00
2022/6/20 15:05,27.5,74.1,2022/6/20,15:05:00
2022/6/20 15:10,27.5,74.3,2022/6/20,15:10:00
2022/6/20 15:15,27.5,73.8,2022/6/20,15:15:00
2022/6/20 15:20,27.5,73.9,2022/6/20,15:20:00
2022/6/20 15:25,27.5,73.7,2022/6/20,15:25:00
2022/6/20 15:30,27.5,74.4,2022/6/20,15:30:00
2022/6/20 15:35,27.5,73.8,2022/6/20,15:35:00
2022/6/20 15:40,27.8,73.7,2022/6/20,15:40:00
2022/6/20 15:45,27.6,73.7,2022/6/20,15:45:00
2022/6/20 15:50,27.6,73.5,2022/6/20,15:50:00
2022/6/20 15:55,27.6,73.7,2022/6/20,15:55:00
2022/6/20 16:00,27.6,73.7,2022/6/20,16:00:00
2022/6/20 16:05,27.8,73.5,2022/6/20,16:05:00
2022/6/20 16:10,27.7,73.7,2022/6/20,16:10:00
2022/6/20 16:15,27.9,73.7,2022/6/20,16:15:00
2022/6/20 16:20,27.9,73.9,2022/6/20,16:20:00
2022/6/20 16:25,27.9,73.7,2022/6/20,16:25:00
2022/6/20 16:30,27.9,73.8,2022/6/20,16:30:00
2022/6/20 16:35,27.9,73.8,2022/6/20,16:35:00
2022/6/20 16:40,27.9,73.9,2022/6/20,16:40:00
2022/6/20 16:45,27.9,73.8,2022/6/20,16:45:00
2022/6/20 16:50,27.9,73.5,2022/6/20,16:50:00
2022/6/20 16:55,27.9,73.4,2022/6/20,16:55:00
2022/6/20 17:00,27.9,73.1,2022/6/20,17:00:00
2022/6/20 17:05,27.9,73.4,2022/6/20,17:05:00
2022/6/20 17:10,27.9,73,2022/6/20,17:10:00
2022/6/20 17:15,28,72.9,2022/6/20,17:15:00
2022/6/20 17:20,28,73,2022/6/20,17:20:00
2022/6/20 17:25,27.9,72.9,2022/6/20,17:25:00
2022/6/20 17:30,28,73,2022/6/20,17:30:00
2022/6/20 17:35,27.9,72.8,2022/6/20,17:35:00
2022/6/20 17:40,28,72.8,2022/6/20,17:40:00
2022/6/20 17:45,27.9,72.5,2022/6/20,17:45:00
2022/6/20 17:48,28.1,72.6,2022/6/20,17:48:00
2022/6/20 17:53,28.1,72.6,2022/6/20,17:53:00
2022/6/20 17:58,28,72.7,2022/6/20,17:58:00
2022/6/20 18:03,28,72.6,2022/6/20,18:03:00
2022/6/20 18:08,28,72.6,2022/6/20,18:08:00
2022/6/20 18:13,28,72.8,2022/6/20,18:13:00
2022/6/20 18:18,28,72.9,2022/6/20,18:18:00
2022/6/20 18:23,28,72.8,2022/6/20,18:23:00
2022/6/20 18:28,28,72.9,2022/6/20,18:28:00
2022/6/20 18:33,28,72.9,2022/6/20,18:33:00
2022/6/20 18:38,28,72.9,2022/6/20,18:38:00
2022/6/20 18:43,28,73.1,2022/6/20,18:43:00
2022/6/20 18:48,28,73,2022/6/20,18:48:00
2022/6/20 18:53,28,72.7,2022/6/20,18:53:00
2022/6/20 18:58,28,72.5,2022/6/20,18:58:00
2022/6/20 19:03,28,72.4,2022/6/20,19:03:00
2022/6/20 19:08,28,72.1,2022/6/20,19:08:00
2022/6/20 19:13,28,72,2022/6/20,19:13:00
2022/6/20 19:18,27.9,71.8,2022/6/20,19:18:00
2022/6/20 19:23,27.9,71.6,2022/6/20,19:23:00
2022/6/20 19:28,27.9,71.3,2022/6/20,19:28:00
2022/6/20 19:33,28,71.1,2022/6/20,19:33:00
2022/6/20 19:38,27.9,71,2022/6/20,19:38:00
2022/6/20 19:43,28,71,2022/6/20,19:43:00
2022/6/20 19:48,28,70.6,2022/6/20,19:48:00
2022/6/20 19:53,27.9,70.8,2022/6/20,19:53:00
2022/6/20 19:58,27.7,70.3,2022/6/20,19:58:00
2022/6/20 20:03,27.9,70.3,2022/6/20,20:03:00
2022/6/20 20:08,27.8,70.3,2022/6/20,20:08:00
2022/6/20 20:13,27.8,70.2,2022/6/20,20:13:00
2022/6/20 20:18,27.8,70.2,2022/6/20,20:18:00
2022/6/20 20:23,27.8,70.1,2022/6/20,20:23:00
2022/6/20 20:28,27.8,70.3,2022/6/20,20:28:00
2022/6/20 20:33,27.8,70.3,2022/6/20,20:33:00
2022/6/20 20:38,27.8,70.2,2022/6/20,20:38:00
2022/6/20 20:43,27.8,70.4,2022/6/20,20:43:00
2022/6/20 20:48,27.8,70.3,2022/6/20,20:48:00
2022/6/20 20:53,27.9,70.3,2022/6/20,20:53:00
2022/6/20 20:58,27.9,70.4,2022/6/20,20:58:00
2022/6/20 21:03,27.8,70.7,2022/6/20,21:03:00
2022/6/20 21:08,27.8,70.7,2022/6/20,21:08:00
2022/6/20 21:13,27.9,71.1,2022/6/20,21:13:00
